hotel_id,hotel_name,area,page_status,complaint_n,google_review_count,complaint_visibility_per_1000_google_reviews,visibility_support_flag,threshold_methodology,metric_interpretation
BOD152,"Susona Bodrum, LXR Hotels & Resorts",Torba,NO_VALIDATED_SIKAYETVAR_PAGE,0,886,,MODERATE_DENOMINATOR,LOW < complaint-hotel Google review Q25 (731.2); MODERATE < median (1727.5); STRONGER >= median; missing/0 not computed,CROSS_PLATFORM_COMPLAINT_VISIBILITY_INDICATOR_NOT_REAL_COMPLAINT_RATE
BOD153,The Oba Hotel,Torba,VISIBLE_COMPLAINTS,10,603,16.58374792703151,LOW_DENOMINATOR,LOW < complaint-hotel Google review Q25 (731.2); MODERATE < median (1727.5); STRONGER >= median; missing/0 not computed,CROSS_PLATFORM_COMPLAINT_VISIBILITY_INDICATOR_NOT_REAL_COMPLAINT_RATE
BOD154,Toka Bodrum Hotel & Beach Club,Torba,NO_VISIBLE_COMPLAINT_ON_FOUND_PAGE,0,238,0.0,LOW_DENOMINATOR,LOW < complaint-hotel Google review Q25 (731.2); MODERATE < median (1727.5); STRONGER >= median; missing/0 not computed,CROSS_PLATFORM_COMPLAINT_VISIBILITY_INDICATOR_NOT_REAL_COMPLAINT_RATE
BOD155,Trend Life | Trendlife Hotels & Beach Club Bodrum Torba,Torba,NO_VALIDATED_SIKAYETVAR_PAGE,0,312,,LOW_DENOMINATOR,LOW < complaint-hotel Google review Q25 (731.2); MODERATE < median (1727.5); STRONGER >= median; missing/0 not computed,CROSS_PLATFORM_COMPLAINT_VISIBILITY_INDICATOR_NOT_REAL_COMPLAINT_RATE
BOD156,Voyage Torba,Torba,NO_VALIDATED_SIKAYETVAR_PAGE,0,2753,,STRONGER_DENOMINATOR,LOW < complaint-hotel Google review Q25 (731.2); MODERATE < median (1727.5); STRONGER >= median; missing/0 not computed,CROSS_PLATFORM_COMPLAINT_VISIBILITY_INDICATOR_NOT_REAL_COMPLAINT_RATE
BOD157,Voyage Torba Private,Torba,NO_VALIDATED_SIKAYETVAR_PAGE,0,548,,LOW_DENOMINATOR,LOW < complaint-hotel Google review Q25 (731.2); MODERATE < median (1727.5); STRONGER >= median; missing/0 not computed,CROSS_PLATFORM_COMPLAINT_VISIBILITY_INDICATOR_NOT_REAL_COMPLAINT_RATE
BOD158,Arin Resort Bodrum,Turgutreis,VISIBLE_COMPLAINTS,1,1691,0.5913660555884093,MODERATE_DENOMINATOR,LOW < complaint-hotel Google review Q25 (731.2); MODERATE < median (1727.5); STRONGER >= median; missing/0 not computed,CROSS_PLATFORM_COMPLAINT_VISIBILITY_INDICATOR_NOT_REAL_COMPLAINT_RATE
BOD159,Bodrum Ada Otel Turgutreis,Turgutreis,NO_VALIDATED_SIKAYETVAR_PAGE,0,157,,LOW_DENOMINATOR,LOW < complaint-hotel Google review Q25 (731.2); MODERATE < median (1727.5); STRONGER >= median; missing/0 not computed,CROSS_PLATFORM_COMPLAINT_VISIBILITY_INDICATOR_NOT_REAL_COMPLAINT_RATE
BOD160,La Blanche Resort Bodrum,Turgutreis,VISIBLE_COMPLAINTS,12,5754,2.0855057351407718,STRONGER_DENOMINATOR,LOW < complaint-hotel Google review Q25 (731.2); MODERATE < median (1727.5); STRONGER >= median; missing/0 not computed,CROSS_PLATFORM_COMPLAINT_VISIBILITY_INDICATOR_NOT_REAL_COMPLAINT_RATE
BOD161,MyElla Hotel Resort & Spa,Turgutreis,VALIDATED_PAGE_COMPLAINTS_NOT_COLLECTED,0,2926,,STRONGER_DENOMINATOR,LOW < complaint-hotel Google review Q25 (731.2); MODERATE < median (1727.5); STRONGER >= median; missing/0 not computed,CROSS_PLATFORM_COMPLAINT_VISIBILITY_INDICATOR_NOT_REAL_COMPLAINT_RATE
BOD162,Rammos Managed by Dedeman,Turgutreis,MAPPING_AMBIGUOUS,0,615,,LOW_DENOMINATOR,LOW < complaint-hotel Google review Q25 (731.2); MODERATE < median (1727.5); STRONGER >= median; missing/0 not computed,CROSS_PLATFORM_COMPLAINT_VISIBILITY_INDICATOR_NOT_REAL_COMPLAINT_RATE
BOD163,Sundance Resort,Turgutreis,NO_VALIDATED_SIKAYETVAR_PAGE,0,1344,,MODERATE_DENOMINATOR,LOW < complaint-hotel Google review Q25 (731.2); MODERATE < median (1727.5); STRONGER >= median; missing/0 not computed,CROSS_PLATFORM_COMPLAINT_VISIBILITY_INDICATOR_NOT_REAL_COMPLAINT_RATE
BOD164,Swissôtel Resort Bodrum Sahili,Turgutreis,NO_VALIDATED_SIKAYETVAR_PAGE,0,1608,,MODERATE_DENOMINATOR,LOW < complaint-hotel Google review Q25 (731.2); MODERATE < median (1727.5); STRONGER >= median; missing/0 not computed,CROSS_PLATFORM_COMPLAINT_VISIBILITY_INDICATOR_NOT_REAL_COMPLAINT_RATE
BOD165,Caja by Maxx Royal,Türkbükü,NO_VALIDATED_SIKAYETVAR_PAGE,0,135,,LOW_DENOMINATOR,LOW < complaint-hotel Google review Q25 (731.2); MODERATE < median (1727.5); STRONGER >= median; missing/0 not computed,CROSS_PLATFORM_COMPLAINT_VISIBILITY_INDICATOR_NOT_REAL_COMPLAINT_RATE
BOD166,Divan Bodrum,Türkbükü,NO_VALIDATED_SIKAYETVAR_PAGE,0,753,,MODERATE_DENOMINATOR,LOW < complaint-hotel Google review Q25 (731.2); MODERATE < median (1727.5); STRONGER >= median; missing/0 not computed,CROSS_PLATFORM_COMPLAINT_VISIBILITY_INDICATOR_NOT_REAL_COMPLAINT_RATE
BOD167,Elista Hotel & Spa,Türkbükü,NO_VALIDATED_SIKAYETVAR_PAGE,0,231,,LOW_DENOMINATOR,LOW < complaint-hotel Google review Q25 (731.2); MODERATE < median (1727.5); STRONGER >= median; missing/0 not computed,CROSS_PLATFORM_COMPLAINT_VISIBILITY_INDICATOR_NOT_REAL_COMPLAINT_RATE
BOD168,Kuum Hotel & SPA Bodrum,Türkbükü,VALIDATED_PAGE_ONLY_REVIEW_REQUIRED_COMPLAINTS,0,983,,MODERATE_DENOMINATOR,LOW < complaint-hotel Google review Q25 (731.2); MODERATE < median (1727.5); STRONGER >= median; missing/0 not computed,CROSS_PLATFORM_COMPLAINT_VISIBILITY_INDICATOR_NOT_REAL_COMPLAINT_RATE
BOD169,MACAKIZI BODRUM,Türkbükü,NO_VALIDATED_SIKAYETVAR_PAGE,0,1247,,MODERATE_DENOMINATOR,LOW < complaint-hotel Google review Q25 (731.2); MODERATE < median (1727.5); STRONGER >= median; missing/0 not computed,CROSS_PLATFORM_COMPLAINT_VISIBILITY_INDICATOR_NOT_REAL_COMPLAINT_RATE
BOD170,No:81 Hotel,Türkbükü,NO_VALIDATED_SIKAYETVAR_PAGE,0,321,,LOW_DENOMINATOR,LOW < complaint-hotel Google review Q25 (731.2); MODERATE < median (1727.5); STRONGER >= median; missing/0 not computed,CROSS_PLATFORM_COMPLAINT_VISIBILITY_INDICATOR_NOT_REAL_COMPLAINT_RATE
BOD171,4 reasons Hotel Yalikavak,Yalıkavak,NO_VALIDATED_SIKAYETVAR_PAGE,0,194,,LOW_DENOMINATOR,LOW < complaint-hotel Google review Q25 (731.2); MODERATE < median (1727.5); STRONGER >= median; missing/0 not computed,CROSS_PLATFORM_COMPLAINT_VISIBILITY_INDICATOR_NOT_REAL_COMPLAINT_RATE
BOD172,Ailla Yalıkavak,Yalıkavak,NO_VALIDATED_SIKAYETVAR_PAGE,0,69,,LOW_DENOMINATOR,LOW < complaint-hotel Google review Q25 (731.2); MODERATE < median (1727.5); STRONGER >= median; missing/0 not computed,CROSS_PLATFORM_COMPLAINT_VISIBILITY_INDICATOR_NOT_REAL_COMPLAINT_RATE
BOD173,Allium Bodrum Resort & Spa,Yalıkavak,NO_VISIBLE_COMPLAINT_ON_FOUND_PAGE,0,528,0.0,LOW_DENOMINATOR,LOW < complaint-hotel Google review Q25 (731.2); MODERATE < median (1727.5); STRONGER >= median; missing/0 not computed,CROSS_PLATFORM_COMPLAINT_VISIBILITY_INDICATOR_NOT_REAL_COMPLAINT_RATE
BOD174,Arts Hotel Bodrum Yalıkavak,Yalıkavak,MAPPING_AMBIGUOUS,0,299,,LOW_DENOMINATOR,LOW < complaint-hotel Google review Q25 (731.2); MODERATE < median (1727.5); STRONGER >= median; missing/0 not computed,CROSS_PLATFORM_COMPLAINT_VISIBILITY_INDICATOR_NOT_REAL_COMPLAINT_RATE
BOD175,Avantgarde Refined Hotel | Yalıkavak,Yalıkavak,NO_VALIDATED_SIKAYETVAR_PAGE,0,437,,LOW_DENOMINATOR,LOW < complaint-hotel Google review Q25 (731.2); MODERATE < median (1727.5); STRONGER >= median; missing/0 not computed,CROSS_PLATFORM_COMPLAINT_VISIBILITY_INDICATOR_NOT_REAL_COMPLAINT_RATE
BOD176,Blue Point Yalikavak,Yalıkavak,NO_VALIDATED_SIKAYETVAR_PAGE,0,129,,LOW_DENOMINATOR,LOW < complaint-hotel Google review Q25 (731.2); MODERATE < median (1727.5); STRONGER >= median; missing/0 not computed,CROSS_PLATFORM_COMPLAINT_VISIBILITY_INDICATOR_NOT_REAL_COMPLAINT_RATE
BOD177,Delta Hotels By Marriott Bodrum,Yalıkavak,VALIDATED_PAGE_COMPLAINTS_NOT_COLLECTED,0,2444,,STRONGER_DENOMINATOR,LOW < complaint-hotel Google review Q25 (731.2); MODERATE < median (1727.5); STRONGER >= median; missing/0 not computed,CROSS_PLATFORM_COMPLAINT_VISIBILITY_INDICATOR_NOT_REAL_COMPLAINT_RATE
BOD178,Highlight Hotel Yalıkavak,Yalıkavak,NO_VALIDATED_SIKAYETVAR_PAGE,0,387,,LOW_DENOMINATOR,LOW < complaint-hotel Google review Q25 (731.2); MODERATE < median (1727.5); STRONGER >= median; missing/0 not computed,CROSS_PLATFORM_COMPLAINT_VISIBILITY_INDICATOR_NOT_REAL_COMPLAINT_RATE
BOD179,Lizbonia Otel Yalikavak,Yalıkavak,NO_VALIDATED_SIKAYETVAR_PAGE,0,121,,LOW_DENOMINATOR,LOW < complaint-hotel Google review Q25 (731.2); MODERATE < median (1727.5); STRONGER >= median; missing/0 not computed,CROSS_PLATFORM_COMPLAINT_VISIBILITY_INDICATOR_NOT_REAL_COMPLAINT_RATE
BOD180,MGallery The Bodrum Hotel Yalıkavak,Yalıkavak,NO_VALIDATED_SIKAYETVAR_PAGE,0,649,,LOW_DENOMINATOR,LOW < complaint-hotel Google review Q25 (731.2); MODERATE < median (1727.5); STRONGER >= median; missing/0 not computed,CROSS_PLATFORM_COMPLAINT_VISIBILITY_INDICATOR_NOT_REAL_COMPLAINT_RATE
BOD181,Palmalife Bodrum Resort & Spa,Yalıkavak,NO_VALIDATED_SIKAYETVAR_PAGE,0,261,,LOW_DENOMINATOR,LOW < complaint-hotel Google review Q25 (731.2); MODERATE < median (1727.5); STRONGER >= median; missing/0 not computed,CROSS_PLATFORM_COMPLAINT_VISIBILITY_INDICATOR_NOT_REAL_COMPLAINT_RATE
BOD182,Root Redrock Villas Yalıkavak - Bodrum,Yalıkavak,NO_VALIDATED_SIKAYETVAR_PAGE,0,41,,LOW_DENOMINATOR,LOW < complaint-hotel Google review Q25 (731.2); MODERATE < median (1727.5); STRONGER >= median; missing/0 not computed,CROSS_PLATFORM_COMPLAINT_VISIBILITY_INDICATOR_NOT_REAL_COMPLAINT_RATE
BOD183,Ruins Luxury Resort,Yalıkavak,NO_VALIDATED_SIKAYETVAR_PAGE,0,462,,LOW_DENOMINATOR,LOW < complaint-hotel Google review Q25 (731.2); MODERATE < median (1727.5); STRONGER >= median; missing/0 not computed,CROSS_PLATFORM_COMPLAINT_VISIBILITY_INDICATOR_NOT_REAL_COMPLAINT_RATE
BOD184,Sea Palm Otel -YALIKAVAK,Yalıkavak,NO_VALIDATED_SIKAYETVAR_PAGE,0,293,,LOW_DENOMINATOR,LOW < complaint-hotel Google review Q25 (731.2); MODERATE < median (1727.5); STRONGER >= median; missing/0 not computed,CROSS_PLATFORM_COMPLAINT_VISIBILITY_INDICATOR_NOT_REAL_COMPLAINT_RATE
BOD185,Sezz Hotels Spa Wellness Yalıkavak,Yalıkavak,NO_VALIDATED_SIKAYETVAR_PAGE,0,114,,LOW_DENOMINATOR,LOW < complaint-hotel Google review Q25 (731.2); MODERATE < median (1727.5); STRONGER >= median; missing/0 not computed,CROSS_PLATFORM_COMPLAINT_VISIBILITY_INDICATOR_NOT_REAL_COMPLAINT_RATE
BOD186,Sirene Luxury Hotel Bodrum,Yalıkavak,NO_VALIDATED_SIKAYETVAR_PAGE,0,673,,LOW_DENOMINATOR,LOW < complaint-hotel Google review Q25 (731.2); MODERATE < median (1727.5); STRONGER >= median; missing/0 not computed,CROSS_PLATFORM_COMPLAINT_VISIBILITY_INDICATOR_NOT_REAL_COMPLAINT_RATE
BOD187,Spektr Boutique Hotel Yalikavak,Yalıkavak,NO_VALIDATED_SIKAYETVAR_PAGE,0,330,,LOW_DENOMINATOR,LOW < complaint-hotel Google review Q25 (731.2); MODERATE < median (1727.5); STRONGER >= median; missing/0 not computed,CROSS_PLATFORM_COMPLAINT_VISIBILITY_INDICATOR_NOT_REAL_COMPLAINT_RATE
BOD188,Tangiers Hotel Yalıkavak,Yalıkavak,NO_VALIDATED_SIKAYETVAR_PAGE,0,85,,LOW_DENOMINATOR,LOW < complaint-hotel Google review Q25 (731.2); MODERATE < median (1727.5); STRONGER >= median; missing/0 not computed,CROSS_PLATFORM_COMPLAINT_VISIBILITY_INDICATOR_NOT_REAL_COMPLAINT_RATE
BOD189,The Bodrum EDITION,Yalıkavak,NO_VALIDATED_SIKAYETVAR_PAGE,0,1016,,MODERATE_DENOMINATOR,LOW < complaint-hotel Google review Q25 (731.2); MODERATE < median (1727.5); STRONGER >= median; missing/0 not computed,CROSS_PLATFORM_COMPLAINT_VISIBILITY_INDICATOR_NOT_REAL_COMPLAINT_RATE
BOD190,The Sign Highlight Hotel,Yalıkavak,NO_VALIDATED_SIKAYETVAR_PAGE,0,125,,LOW_DENOMINATOR,LOW < complaint-hotel Google review Q25 (731.2); MODERATE < median (1727.5); STRONGER >= median; missing/0 not computed,CROSS_PLATFORM_COMPLAINT_VISIBILITY_INDICATOR_NOT_REAL_COMPLAINT_RATE
BOD191,Yalıkavak Marina Hotel by METT Collection,Yalıkavak,NO_VALIDATED_SIKAYETVAR_PAGE,0,267,,LOW_DENOMINATOR,LOW < complaint-hotel Google review Q25 (731.2); MODERATE < median (1727.5); STRONGER >= median; missing/0 not computed,CROSS_PLATFORM_COMPLAINT_VISIBILITY_INDICATOR_NOT_REAL_COMPLAINT_RATE
BOD192,Yalıpark Beach Hotel,Yalıkavak,NO_VISIBLE_COMPLAINT_ON_FOUND_PAGE,0,647,0.0,LOW_DENOMINATOR,LOW < complaint-hotel Google review Q25 (731.2); MODERATE < median (1727.5); STRONGER >= median; missing/0 not computed,CROSS_PLATFORM_COMPLAINT_VISIBILITY_INDICATOR_NOT_REAL_COMPLAINT_RATE
