area,area_n,aspect,aspect_count,aspect_mention_rate_pct,small_n_flag
Gümüşlük,7,PAYMENT_REFUND,7,100.0,True
Gümüşlük,7,PRICE_VALUE,7,100.0,True
Gümüşlük,7,CHECKIN_CHECKOUT,0,0.0,True
Gümüşlük,7,AIR_CONDITIONING,0,0.0,True
Gümüşlük,7,NOISE,0,0.0,True
Gümüşlük,7,FAMILY_CHILDREN,0,0.0,True
Gümüşlük,7,TRANSPORT_TRANSFER,0,0.0,True
Gümüşlük,7,MANAGEMENT_COMMUNICATION,7,100.0,True
Gümüşlük,7,SPA_WELLNESS,0,0.0,True
Gümüşlük,7,SAFETY_SECURITY,1,14.285714285714286,True
Güvercinlik,58,STAFF_SERVICE,40,68.96551724137932,False
Güvercinlik,58,CLEANLINESS_HYGIENE,19,32.758620689655174,False
Güvercinlik,58,FOOD_BEVERAGE,27,46.55172413793103,False
Güvercinlik,58,ROOM,29,50.0,False
Güvercinlik,58,BEACH_SEA,19,32.758620689655174,False
Güvercinlik,58,POOL,8,13.793103448275861,False
Güvercinlik,58,FACILITIES_MAINTENANCE,22,37.93103448275862,False
Güvercinlik,58,RESERVATION,15,25.862068965517242,False
Güvercinlik,58,PAYMENT_REFUND,23,39.6551724137931,False
Güvercinlik,58,PRICE_VALUE,27,46.55172413793103,False
Güvercinlik,58,CHECKIN_CHECKOUT,0,0.0,False
Güvercinlik,58,AIR_CONDITIONING,3,5.172413793103448,False
Güvercinlik,58,NOISE,2,3.4482758620689653,False
Güvercinlik,58,FAMILY_CHILDREN,14,24.137931034482758,False
Güvercinlik,58,TRANSPORT_TRANSFER,3,5.172413793103448,False
Güvercinlik,58,MANAGEMENT_COMMUNICATION,23,39.6551724137931,False
Güvercinlik,58,SPA_WELLNESS,3,5.172413793103448,False
Güvercinlik,58,SAFETY_SECURITY,12,20.689655172413794,False
Kadıkalesi,56,STAFF_SERVICE,40,71.42857142857143,False
Kadıkalesi,56,CLEANLINESS_HYGIENE,30,53.57142857142857,False
Kadıkalesi,56,FOOD_BEVERAGE,31,55.357142857142854,False
Kadıkalesi,56,ROOM,34,60.714285714285715,False
Kadıkalesi,56,BEACH_SEA,19,33.92857142857143,False
Kadıkalesi,56,POOL,12,21.428571428571427,False
Kadıkalesi,56,FACILITIES_MAINTENANCE,23,41.07142857142857,False
Kadıkalesi,56,RESERVATION,19,33.92857142857143,False
Kadıkalesi,56,PAYMENT_REFUND,31,55.357142857142854,False
Kadıkalesi,56,PRICE_VALUE,27,48.214285714285715,False
Kadıkalesi,56,CHECKIN_CHECKOUT,2,3.5714285714285716,False
Kadıkalesi,56,AIR_CONDITIONING,6,10.714285714285714,False
Kadıkalesi,56,NOISE,6,10.714285714285714,False
Kadıkalesi,56,FAMILY_CHILDREN,15,26.785714285714285,False
Kadıkalesi,56,TRANSPORT_TRANSFER,5,8.928571428571429,False
Kadıkalesi,56,MANAGEMENT_COMMUNICATION,31,55.357142857142854,False
Kadıkalesi,56,SPA_WELLNESS,3,5.357142857142857,False
Kadıkalesi,56,SAFETY_SECURITY,14,25.0,False
Ortakent-Yahşi,16,STAFF_SERVICE,10,62.5,False
Ortakent-Yahşi,16,CLEANLINESS_HYGIENE,8,50.0,False
Ortakent-Yahşi,16,FOOD_BEVERAGE,8,50.0,False
Ortakent-Yahşi,16,ROOM,8,50.0,False
Ortakent-Yahşi,16,BEACH_SEA,3,18.75,False
Ortakent-Yahşi,16,POOL,0,0.0,False
Ortakent-Yahşi,16,FACILITIES_MAINTENANCE,5,31.25,False
Ortakent-Yahşi,16,RESERVATION,9,56.25,False
Ortakent-Yahşi,16,PAYMENT_REFUND,10,62.5,False
Ortakent-Yahşi,16,PRICE_VALUE,7,43.75,False
Ortakent-Yahşi,16,CHECKIN_CHECKOUT,0,0.0,False
Ortakent-Yahşi,16,AIR_CONDITIONING,0,0.0,False
Ortakent-Yahşi,16,NOISE,1,6.25,False
Ortakent-Yahşi,16,FAMILY_CHILDREN,1,6.25,False
Ortakent-Yahşi,16,TRANSPORT_TRANSFER,0,0.0,False
Ortakent-Yahşi,16,MANAGEMENT_COMMUNICATION,12,75.0,False
Ortakent-Yahşi,16,SPA_WELLNESS,1,6.25,False
Ortakent-Yahşi,16,SAFETY_SECURITY,4,25.0,False
Torba,12,STAFF_SERVICE,3,25.0,False
Torba,12,CLEANLINESS_HYGIENE,1,8.333333333333334,False
Torba,12,FOOD_BEVERAGE,6,50.0,False
Torba,12,ROOM,6,50.0,False
Torba,12,BEACH_SEA,3,25.0,False
Torba,12,POOL,1,8.333333333333334,False
Torba,12,FACILITIES_MAINTENANCE,2,16.666666666666668,False
Torba,12,RESERVATION,7,58.333333333333336,False
Torba,12,PAYMENT_REFUND,10,83.33333333333333,False
Torba,12,PRICE_VALUE,8,66.66666666666667,False
Torba,12,CHECKIN_CHECKOUT,0,0.0,False
Torba,12,AIR_CONDITIONING,0,0.0,False
Torba,12,NOISE,2,16.666666666666668,False
Torba,12,FAMILY_CHILDREN,3,25.0,False
Torba,12,TRANSPORT_TRANSFER,0,0.0,False
Torba,12,MANAGEMENT_COMMUNICATION,6,50.0,False
Torba,12,SPA_WELLNESS,1,8.333333333333334,False
Torba,12,SAFETY_SECURITY,1,8.333333333333334,False
Turgutreis,41,STAFF_SERVICE,33,80.48780487804878,False
Turgutreis,41,CLEANLINESS_HYGIENE,26,63.41463414634146,False
Turgutreis,41,FOOD_BEVERAGE,20,48.78048780487805,False
Turgutreis,41,ROOM,28,68.29268292682927,False
Turgutreis,41,BEACH_SEA,16,39.02439024390244,False
Turgutreis,41,POOL,17,41.46341463414634,False
Turgutreis,41,FACILITIES_MAINTENANCE,20,48.78048780487805,False
Turgutreis,41,RESERVATION,17,41.46341463414634,False
Turgutreis,41,PAYMENT_REFUND,15,36.58536585365854,False
Turgutreis,41,PRICE_VALUE,14,34.146341463414636,False
Turgutreis,41,CHECKIN_CHECKOUT,2,4.878048780487805,False
Turgutreis,41,AIR_CONDITIONING,8,19.51219512195122,False
Turgutreis,41,NOISE,2,4.878048780487805,False
Turgutreis,41,FAMILY_CHILDREN,17,41.46341463414634,False
Turgutreis,41,TRANSPORT_TRANSFER,4,9.75609756097561,False
Turgutreis,41,MANAGEMENT_COMMUNICATION,25,60.97560975609756,False
Turgutreis,41,SPA_WELLNESS,4,9.75609756097561,False
Turgutreis,41,SAFETY_SECURITY,14,34.146341463414636,False
Yalıkavak,14,STAFF_SERVICE,12,85.71428571428571,False
Yalıkavak,14,CLEANLINESS_HYGIENE,11,78.57142857142857,False
Yalıkavak,14,FOOD_BEVERAGE,11,78.57142857142857,False
Yalıkavak,14,ROOM,13,92.85714285714286,False
Yalıkavak,14,BEACH_SEA,6,42.857142857142854,False
Yalıkavak,14,POOL,3,21.428571428571427,False
Yalıkavak,14,FACILITIES_MAINTENANCE,9,64.28571428571429,False
Yalıkavak,14,RESERVATION,5,35.714285714285715,False
Yalıkavak,14,PAYMENT_REFUND,8,57.142857142857146,False
Yalıkavak,14,PRICE_VALUE,7,50.0,False
Yalıkavak,14,CHECKIN_CHECKOUT,2,14.285714285714286,False
Yalıkavak,14,AIR_CONDITIONING,0,0.0,False
Yalıkavak,14,NOISE,1,7.142857142857143,False
Yalıkavak,14,FAMILY_CHILDREN,6,42.857142857142854,False
Yalıkavak,14,TRANSPORT_TRANSFER,3,21.428571428571427,False
Yalıkavak,14,MANAGEMENT_COMMUNICATION,10,71.42857142857143,False
Yalıkavak,14,SPA_WELLNESS,1,7.142857142857143,False
Yalıkavak,14,SAFETY_SECURITY,7,50.0,False
