hotel_id,canonical_aspect,google_mention_rate_pct,google_support_n,google_low_context_share,google_high_context_share,sikayetvar_mention_rate_pct,sikayetvar_hotel_n,sikayetvar_small_n_flag,alignment_label
BOD153,NOISE,20.0,10,0.0,100.0,20.0,10,False,GOOGLE_GENERAL_ONLY
BOD161,NOISE,80.0,10,100.0,0.0,3.571428571428572,28,False,GOOGLE_GENERAL_ONLY
BOD168,NOISE,10.5,19,0.0,50.0,,0,,NO_SIGNAL
BOD002,FAMILY_CHILDREN,60.0,10,33.3,66.7,37.5,8,False,NO_SIGNAL
BOD004,FAMILY_CHILDREN,80.0,10,62.5,37.5,33.333333333333336,12,False,BOTH_SOURCE_CONCERN
BOD006,FAMILY_CHILDREN,20.0,10,0.0,100.0,0.0,5,False,GOOGLE_GENERAL_ONLY
BOD007,FAMILY_CHILDREN,48.3,58,10.7,78.6,31.03448275862069,29,False,GOOGLE_STRENGTH_VS_COMPLAINT
BOD010,FAMILY_CHILDREN,60.0,10,33.3,50.0,0.0,1,True,LOW_SUPPORT
BOD012,FAMILY_CHILDREN,50.0,10,40.0,60.0,25.0,4,True,LOW_SUPPORT
BOD016,FAMILY_CHILDREN,30.0,10,0.0,100.0,25.0,4,True,LOW_SUPPORT
BOD031,FAMILY_CHILDREN,22.2,9,50.0,50.0,,0,,GOOGLE_GENERAL_ONLY
BOD032,FAMILY_CHILDREN,22.4,58,0.0,92.3,0.0,1,True,LOW_SUPPORT
BOD045,FAMILY_CHILDREN,15.6,64,30.0,60.0,0.0,7,False,GOOGLE_GENERAL_ONLY
BOD051,FAMILY_CHILDREN,10.0,20,0.0,100.0,,0,,NO_SIGNAL
BOD056,FAMILY_CHILDREN,5.6,36,50.0,50.0,0.0,2,True,LOW_SUPPORT
BOD058,FAMILY_CHILDREN,70.0,10,14.3,85.7,0.0,3,True,LOW_SUPPORT
BOD060,FAMILY_CHILDREN,20.8,77,31.2,62.5,0.0,1,True,LOW_SUPPORT
BOD061,FAMILY_CHILDREN,32.3,65,23.8,76.2,100.0,2,True,LOW_SUPPORT
BOD063,FAMILY_CHILDREN,36.7,30,18.2,72.7,100.0,1,True,LOW_SUPPORT
BOD064,FAMILY_CHILDREN,20.7,29,0.0,100.0,,0,,GOOGLE_GENERAL_ONLY
BOD066,FAMILY_CHILDREN,30.0,10,0.0,100.0,22.22222222222222,18,False,GOOGLE_GENERAL_ONLY
BOD067,FAMILY_CHILDREN,30.5,59,22.2,72.2,16.666666666666668,6,False,GOOGLE_GENERAL_ONLY
BOD068,FAMILY_CHILDREN,22.2,9,0.0,100.0,11.11111111111111,9,False,GOOGLE_GENERAL_ONLY
BOD077,FAMILY_CHILDREN,30.0,20,66.7,33.3,0.0,7,False,GOOGLE_GENERAL_ONLY
BOD088,FAMILY_CHILDREN,20.0,20,25.0,75.0,,0,,GOOGLE_GENERAL_ONLY
BOD095,FAMILY_CHILDREN,10.0,10,0.0,100.0,,0,,NO_SIGNAL
BOD104,FAMILY_CHILDREN,18.5,27,40.0,60.0,0.0,4,True,LOW_SUPPORT
BOD105,FAMILY_CHILDREN,12.5,40,40.0,60.0,,0,,NO_SIGNAL
BOD106,FAMILY_CHILDREN,18.2,11,0.0,50.0,5.2631578947368425,19,False,GOOGLE_GENERAL_ONLY
BOD107,FAMILY_CHILDREN,,0,,,25.0,4,True,LOW_SUPPORT
BOD108,FAMILY_CHILDREN,22.2,9,0.0,100.0,40.0,15,False,GOOGLE_STRENGTH_VS_COMPLAINT
BOD109,FAMILY_CHILDREN,11.6,43,20.0,40.0,,0,,NO_SIGNAL
BOD113,FAMILY_CHILDREN,36.4,11,25.0,50.0,14.285714285714286,7,False,GOOGLE_GENERAL_ONLY
BOD120,FAMILY_CHILDREN,10.0,10,100.0,0.0,50.0,2,True,LOW_SUPPORT
BOD126,FAMILY_CHILDREN,55.6,9,20.0,80.0,,0,,GOOGLE_GENERAL_ONLY
BOD130,FAMILY_CHILDREN,20.0,10,0.0,100.0,0.0,13,False,GOOGLE_GENERAL_ONLY
BOD131,FAMILY_CHILDREN,20.0,20,0.0,100.0,,0,,GOOGLE_GENERAL_ONLY
BOD150,FAMILY_CHILDREN,45.0,20,22.2,55.6,,0,,GOOGLE_GENERAL_ONLY
BOD153,FAMILY_CHILDREN,60.0,10,0.0,83.3,30.0,10,False,GOOGLE_STRENGTH_VS_COMPLAINT
BOD161,FAMILY_CHILDREN,30.0,10,100.0,0.0,32.142857142857146,28,False,BOTH_SOURCE_CONCERN
BOD168,FAMILY_CHILDREN,,0,,,,0,,NO_SIGNAL
BOD002,TRANSPORT_TRANSFER,,0,,,12.5,8,False,NO_SIGNAL
BOD004,TRANSPORT_TRANSFER,10.0,10,100.0,0.0,0.0,12,False,NO_SIGNAL
BOD006,TRANSPORT_TRANSFER,,0,,,0.0,5,False,NO_SIGNAL
BOD007,TRANSPORT_TRANSFER,,0,,,3.4482758620689653,29,False,NO_SIGNAL
BOD010,TRANSPORT_TRANSFER,,0,,,0.0,1,True,LOW_SUPPORT
BOD012,TRANSPORT_TRANSFER,,0,,,0.0,4,True,LOW_SUPPORT
BOD016,TRANSPORT_TRANSFER,10.0,10,100.0,0.0,0.0,4,True,LOW_SUPPORT
BOD031,TRANSPORT_TRANSFER,,0,,,,0,,NO_SIGNAL
BOD032,TRANSPORT_TRANSFER,1.7,58,0.0,100.0,0.0,1,True,LOW_SUPPORT
BOD045,TRANSPORT_TRANSFER,4.7,64,0.0,100.0,0.0,7,False,NO_SIGNAL
BOD051,TRANSPORT_TRANSFER,,0,,,,0,,NO_SIGNAL
BOD056,TRANSPORT_TRANSFER,,0,,,0.0,2,True,LOW_SUPPORT
BOD058,TRANSPORT_TRANSFER,,0,,,33.333333333333336,3,True,LOW_SUPPORT
BOD060,TRANSPORT_TRANSFER,,0,,,0.0,1,True,LOW_SUPPORT
BOD061,TRANSPORT_TRANSFER,,0,,,0.0,2,True,LOW_SUPPORT
BOD063,TRANSPORT_TRANSFER,,0,,,0.0,1,True,LOW_SUPPORT
BOD064,TRANSPORT_TRANSFER,3.4,29,0.0,100.0,,0,,NO_SIGNAL
BOD066,TRANSPORT_TRANSFER,,0,,,5.555555555555555,18,False,NO_SIGNAL
BOD067,TRANSPORT_TRANSFER,,0,,,33.333333333333336,6,False,SIKAYETVAR_ONLY
BOD068,TRANSPORT_TRANSFER,,0,,,11.11111111111111,9,False,NO_SIGNAL
BOD077,TRANSPORT_TRANSFER,,0,,,0.0,7,False,NO_SIGNAL
BOD088,TRANSPORT_TRANSFER,,0,,,,0,,NO_SIGNAL
BOD095,TRANSPORT_TRANSFER,,0,,,,0,,NO_SIGNAL
BOD104,TRANSPORT_TRANSFER,3.7,27,0.0,100.0,0.0,4,True,LOW_SUPPORT
BOD105,TRANSPORT_TRANSFER,,0,,,,0,,NO_SIGNAL
BOD106,TRANSPORT_TRANSFER,,0,,,5.2631578947368425,19,False,NO_SIGNAL
BOD107,TRANSPORT_TRANSFER,,0,,,0.0,4,True,LOW_SUPPORT
BOD108,TRANSPORT_TRANSFER,,0,,,6.666666666666667,15,False,NO_SIGNAL
BOD109,TRANSPORT_TRANSFER,,0,,,,0,,NO_SIGNAL
BOD113,TRANSPORT_TRANSFER,,0,,,14.285714285714286,7,False,NO_SIGNAL
BOD120,TRANSPORT_TRANSFER,,0,,,0.0,2,True,LOW_SUPPORT
BOD126,TRANSPORT_TRANSFER,,0,,,,0,,NO_SIGNAL
BOD130,TRANSPORT_TRANSFER,,0,,,0.0,13,False,NO_SIGNAL
BOD131,TRANSPORT_TRANSFER,,0,,,,0,,NO_SIGNAL
BOD150,TRANSPORT_TRANSFER,,0,,,,0,,NO_SIGNAL
BOD153,TRANSPORT_TRANSFER,,0,,,0.0,10,False,NO_SIGNAL
BOD161,TRANSPORT_TRANSFER,,0,,,10.714285714285714,28,False,NO_SIGNAL
BOD168,TRANSPORT_TRANSFER,,0,,,,0,,NO_SIGNAL
BOD002,SAFETY_SECURITY,,0,,,75.0,8,False,SIKAYETVAR_ONLY
BOD004,SAFETY_SECURITY,,0,,,16.666666666666668,12,False,NO_SIGNAL
BOD006,SAFETY_SECURITY,,0,,,0.0,5,False,NO_SIGNAL
BOD007,SAFETY_SECURITY,,0,,,31.03448275862069,29,False,SIKAYETVAR_ONLY
BOD010,SAFETY_SECURITY,,0,,,0.0,1,True,NO_SIGNAL
BOD012,SAFETY_SECURITY,,0,,,25.0,4,True,NO_SIGNAL
BOD016,SAFETY_SECURITY,,0,,,0.0,4,True,NO_SIGNAL
BOD031,SAFETY_SECURITY,,0,,,,0,,NO_SIGNAL
BOD032,SAFETY_SECURITY,,0,,,0.0,1,True,NO_SIGNAL
BOD045,SAFETY_SECURITY,,0,,,14.285714285714286,7,False,NO_SIGNAL
BOD051,SAFETY_SECURITY,,0,,,,0,,NO_SIGNAL
BOD056,SAFETY_SECURITY,,0,,,50.0,2,True,NO_SIGNAL
BOD058,SAFETY_SECURITY,,0,,,0.0,3,True,NO_SIGNAL
BOD060,SAFETY_SECURITY,,0,,,0.0,1,True,NO_SIGNAL
BOD061,SAFETY_SECURITY,,0,,,0.0,2,True,NO_SIGNAL
BOD063,SAFETY_SECURITY,,0,,,0.0,1,True,NO_SIGNAL
BOD064,SAFETY_SECURITY,,0,,,,0,,NO_SIGNAL
BOD066,SAFETY_SECURITY,,0,,,33.333333333333336,18,False,SIKAYETVAR_ONLY
BOD067,SAFETY_SECURITY,,0,,,50.0,6,False,SIKAYETVAR_ONLY
BOD068,SAFETY_SECURITY,,0,,,11.11111111111111,9,False,NO_SIGNAL
BOD077,SAFETY_SECURITY,,0,,,14.285714285714286,7,False,NO_SIGNAL
BOD088,SAFETY_SECURITY,,0,,,,0,,NO_SIGNAL
BOD095,SAFETY_SECURITY,,0,,,,0,,NO_SIGNAL
BOD104,SAFETY_SECURITY,,0,,,0.0,4,True,NO_SIGNAL
BOD105,SAFETY_SECURITY,,0,,,,0,,NO_SIGNAL
BOD106,SAFETY_SECURITY,,0,,,21.05263157894737,19,False,NO_SIGNAL
BOD107,SAFETY_SECURITY,,0,,,0.0,4,True,NO_SIGNAL
BOD108,SAFETY_SECURITY,,0,,,26.666666666666668,15,False,SIKAYETVAR_ONLY
BOD109,SAFETY_SECURITY,,0,,,,0,,NO_SIGNAL
BOD113,SAFETY_SECURITY,,0,,,0.0,7,False,NO_SIGNAL
BOD120,SAFETY_SECURITY,,0,,,0.0,2,True,NO_SIGNAL
BOD126,SAFETY_SECURITY,,0,,,,0,,NO_SIGNAL
BOD130,SAFETY_SECURITY,,0,,,23.07692307692308,13,False,NO_SIGNAL
BOD131,SAFETY_SECURITY,,0,,,,0,,NO_SIGNAL
BOD150,SAFETY_SECURITY,,0,,,,0,,NO_SIGNAL
BOD153,SAFETY_SECURITY,,0,,,10.0,10,False,NO_SIGNAL
BOD161,SAFETY_SECURITY,,0,,,35.714285714285715,28,False,SIKAYETVAR_ONLY
BOD168,SAFETY_SECURITY,,0,,,,0,,NO_SIGNAL
BOD002,SPA_WELLNESS,,0,,,37.5,8,False,SIKAYETVAR_ONLY
BOD004,SPA_WELLNESS,,0,,,16.666666666666668,12,False,NO_SIGNAL
BOD006,SPA_WELLNESS,,0,,,0.0,5,False,NO_SIGNAL
BOD007,SPA_WELLNESS,,0,,,3.4482758620689653,29,False,NO_SIGNAL
BOD010,SPA_WELLNESS,,0,,,0.0,1,True,NO_SIGNAL
BOD012,SPA_WELLNESS,,0,,,0.0,4,True,NO_SIGNAL
BOD016,SPA_WELLNESS,,0,,,0.0,4,True,NO_SIGNAL
BOD031,SPA_WELLNESS,,0,,,,0,,NO_SIGNAL
BOD032,SPA_WELLNESS,,0,,,0.0,1,True,NO_SIGNAL
BOD045,SPA_WELLNESS,,0,,,42.85714285714285,7,False,SIKAYETVAR_ONLY
BOD051,SPA_WELLNESS,,0,,,,0,,NO_SIGNAL
BOD056,SPA_WELLNESS,,0,,,0.0,2,True,NO_SIGNAL
BOD058,SPA_WELLNESS,,0,,,0.0,3,True,NO_SIGNAL
BOD060,SPA_WELLNESS,,0,,,0.0,1,True,NO_SIGNAL
BOD061,SPA_WELLNESS,,0,,,0.0,2,True,NO_SIGNAL
BOD063,SPA_WELLNESS,,0,,,0.0,1,True,NO_SIGNAL
BOD064,SPA_WELLNESS,,0,,,,0,,NO_SIGNAL
BOD066,SPA_WELLNESS,,0,,,22.22222222222222,18,False,NO_SIGNAL
BOD067,SPA_WELLNESS,,0,,,0.0,6,False,NO_SIGNAL
BOD068,SPA_WELLNESS,,0,,,0.0,9,False,NO_SIGNAL
BOD077,SPA_WELLNESS,,0,,,0.0,7,False,NO_SIGNAL
BOD088,SPA_WELLNESS,,0,,,,0,,NO_SIGNAL
BOD095,SPA_WELLNESS,,0,,,,0,,NO_SIGNAL
BOD104,SPA_WELLNESS,,0,,,0.0,4,True,NO_SIGNAL
BOD105,SPA_WELLNESS,,0,,,,0,,NO_SIGNAL
BOD106,SPA_WELLNESS,,0,,,0.0,19,False,NO_SIGNAL
BOD107,SPA_WELLNESS,,0,,,0.0,4,True,NO_SIGNAL
BOD108,SPA_WELLNESS,,0,,,6.666666666666667,15,False,NO_SIGNAL
BOD109,SPA_WELLNESS,,0,,,,0,,NO_SIGNAL
BOD113,SPA_WELLNESS,,0,,,28.571428571428573,7,False,SIKAYETVAR_ONLY
BOD120,SPA_WELLNESS,,0,,,0.0,2,True,NO_SIGNAL
BOD126,SPA_WELLNESS,,0,,,,0,,NO_SIGNAL
BOD130,SPA_WELLNESS,,0,,,7.6923076923076925,13,False,NO_SIGNAL
BOD131,SPA_WELLNESS,,0,,,,0,,NO_SIGNAL
BOD150,SPA_WELLNESS,,0,,,,0,,NO_SIGNAL
BOD153,SPA_WELLNESS,,0,,,10.0,10,False,NO_SIGNAL
BOD161,SPA_WELLNESS,,0,,,10.714285714285714,28,False,NO_SIGNAL
BOD168,SPA_WELLNESS,,0,,,,0,,NO_SIGNAL
BOD002,LOCATION,60.0,10,16.7,50.0,,0,,GOOGLE_GENERAL_ONLY
BOD004,LOCATION,20.0,10,50.0,50.0,,0,,GOOGLE_GENERAL_ONLY
BOD006,LOCATION,30.0,10,0.0,100.0,,0,,GOOGLE_GENERAL_ONLY
BOD007,LOCATION,37.9,58,27.3,63.6,,0,,GOOGLE_GENERAL_ONLY
BOD010,LOCATION,40.0,10,50.0,25.0,,0,,GOOGLE_GENERAL_ONLY
BOD012,LOCATION,40.0,10,0.0,100.0,,0,,GOOGLE_GENERAL_ONLY
BOD016,LOCATION,40.0,10,50.0,50.0,,0,,GOOGLE_GENERAL_ONLY
BOD031,LOCATION,22.2,9,50.0,50.0,,0,,GOOGLE_GENERAL_ONLY
BOD032,LOCATION,24.1,58,7.1,78.6,,0,,GOOGLE_GENERAL_ONLY
BOD045,LOCATION,40.6,64,26.9,73.1,,0,,GOOGLE_GENERAL_ONLY
BOD051,LOCATION,35.0,20,0.0,85.7,,0,,GOOGLE_GENERAL_ONLY
BOD056,LOCATION,22.2,36,0.0,100.0,,0,,GOOGLE_GENERAL_ONLY
BOD058,LOCATION,20.0,10,0.0,100.0,,0,,GOOGLE_GENERAL_ONLY
BOD060,LOCATION,29.9,77,4.3,91.3,,0,,GOOGLE_GENERAL_ONLY
BOD061,LOCATION,38.5,65,12.0,76.0,,0,,GOOGLE_GENERAL_ONLY
BOD063,LOCATION,33.3,30,10.0,70.0,,0,,GOOGLE_GENERAL_ONLY
BOD064,LOCATION,37.9,29,18.2,72.7,,0,,GOOGLE_GENERAL_ONLY
BOD066,LOCATION,40.0,10,25.0,25.0,,0,,GOOGLE_GENERAL_ONLY
BOD067,LOCATION,42.4,59,16.0,80.0,,0,,GOOGLE_GENERAL_ONLY
BOD068,LOCATION,55.6,9,20.0,80.0,,0,,GOOGLE_GENERAL_ONLY
BOD077,LOCATION,35.0,20,42.9,57.1,,0,,GOOGLE_GENERAL_ONLY
BOD088,LOCATION,30.0,20,33.3,50.0,,0,,GOOGLE_GENERAL_ONLY
BOD095,LOCATION,80.0,10,12.5,75.0,,0,,GOOGLE_GENERAL_ONLY
BOD104,LOCATION,40.7,27,81.8,9.1,,0,,GOOGLE_GENERAL_ONLY
BOD105,LOCATION,37.5,40,13.3,80.0,,0,,GOOGLE_GENERAL_ONLY
BOD106,LOCATION,54.5,11,0.0,50.0,,0,,GOOGLE_GENERAL_ONLY
BOD107,LOCATION,40.0,10,25.0,75.0,,0,,GOOGLE_GENERAL_ONLY
BOD108,LOCATION,44.4,9,25.0,75.0,,0,,GOOGLE_GENERAL_ONLY
BOD109,LOCATION,48.8,43,14.3,66.7,,0,,GOOGLE_GENERAL_ONLY
BOD113,LOCATION,27.3,11,33.3,33.3,,0,,GOOGLE_GENERAL_ONLY
BOD120,LOCATION,40.0,10,0.0,100.0,,0,,GOOGLE_GENERAL_ONLY
BOD126,LOCATION,33.3,9,33.3,66.7,,0,,GOOGLE_GENERAL_ONLY
BOD130,LOCATION,30.0,10,33.3,66.7,,0,,GOOGLE_GENERAL_ONLY
BOD131,LOCATION,25.0,20,0.0,100.0,,0,,GOOGLE_GENERAL_ONLY
BOD150,LOCATION,20.0,20,25.0,75.0,,0,,GOOGLE_GENERAL_ONLY
BOD153,LOCATION,50.0,10,0.0,100.0,,0,,GOOGLE_GENERAL_ONLY
BOD161,LOCATION,80.0,10,100.0,0.0,,0,,GOOGLE_GENERAL_ONLY
BOD168,LOCATION,21.1,19,25.0,50.0,,0,,GOOGLE_GENERAL_ONLY
BOD002,WIFI,10.0,10,100.0,0.0,,0,,NO_SIGNAL
BOD004,WIFI,,0,,,,0,,NO_SIGNAL
BOD006,WIFI,10.0,10,100.0,0.0,,0,,NO_SIGNAL
BOD007,WIFI,1.7,58,0.0,100.0,,0,,NO_SIGNAL
BOD010,WIFI,,0,,,,0,,NO_SIGNAL
BOD012,WIFI,,0,,,,0,,NO_SIGNAL
BOD016,WIFI,,0,,,,0,,NO_SIGNAL
BOD031,WIFI,,0,,,,0,,NO_SIGNAL
BOD032,WIFI,,0,,,,0,,NO_SIGNAL
BOD045,WIFI,,0,,,,0,,NO_SIGNAL
BOD051,WIFI,,0,,,,0,,NO_SIGNAL
BOD056,WIFI,,0,,,,0,,NO_SIGNAL
BOD058,WIFI,,0,,,,0,,NO_SIGNAL
BOD060,WIFI,,0,,,,0,,NO_SIGNAL
BOD061,WIFI,1.5,65,0.0,0.0,,0,,NO_SIGNAL
BOD063,WIFI,3.3,30,100.0,0.0,,0,,NO_SIGNAL
BOD064,WIFI,3.4,29,0.0,100.0,,0,,NO_SIGNAL
BOD066,WIFI,,0,,,,0,,NO_SIGNAL
BOD067,WIFI,,0,,,,0,,NO_SIGNAL
BOD068,WIFI,,0,,,,0,,NO_SIGNAL
BOD077,WIFI,5.0,20,100.0,0.0,,0,,NO_SIGNAL
BOD088,WIFI,,0,,,,0,,NO_SIGNAL
BOD095,WIFI,,0,,,,0,,NO_SIGNAL
BOD104,WIFI,,0,,,,0,,NO_SIGNAL
BOD105,WIFI,,0,,,,0,,NO_SIGNAL
BOD106,WIFI,,0,,,,0,,NO_SIGNAL
BOD107,WIFI,,0,,,,0,,NO_SIGNAL
BOD108,WIFI,,0,,,,0,,NO_SIGNAL
BOD109,WIFI,2.3,43,0.0,100.0,,0,,NO_SIGNAL
BOD113,WIFI,9.1,11,100.0,0.0,,0,,NO_SIGNAL
BOD120,WIFI,,0,,,,0,,NO_SIGNAL
BOD126,WIFI,,0,,,,0,,NO_SIGNAL
BOD130,WIFI,10.0,10,100.0,0.0,,0,,NO_SIGNAL
BOD131,WIFI,,0,,,,0,,NO_SIGNAL
BOD150,WIFI,,0,,,,0,,NO_SIGNAL
BOD153,WIFI,,0,,,,0,,NO_SIGNAL
BOD161,WIFI,,0,,,,0,,NO_SIGNAL
BOD168,WIFI,,0,,,,0,,NO_SIGNAL
BOD002,ANIMATION_ENTERTAINMENT,50.0,10,20.0,80.0,,0,,GOOGLE_GENERAL_ONLY
BOD004,ANIMATION_ENTERTAINMENT,40.0,10,25.0,75.0,,0,,GOOGLE_GENERAL_ONLY
BOD006,ANIMATION_ENTERTAINMENT,10.0,10,0.0,100.0,,0,,NO_SIGNAL
BOD007,ANIMATION_ENTERTAINMENT,63.8,58,10.8,83.8,,0,,GOOGLE_GENERAL_ONLY
BOD010,ANIMATION_ENTERTAINMENT,,0,,,,0,,NO_SIGNAL
BOD012,ANIMATION_ENTERTAINMENT,70.0,10,0.0,100.0,,0,,GOOGLE_GENERAL_ONLY
BOD016,ANIMATION_ENTERTAINMENT,70.0,10,14.3,85.7,,0,,GOOGLE_GENERAL_ONLY
BOD031,ANIMATION_ENTERTAINMENT,11.1,9,100.0,0.0,,0,,NO_SIGNAL
BOD032,ANIMATION_ENTERTAINMENT,13.8,58,0.0,100.0,,0,,NO_SIGNAL
BOD045,ANIMATION_ENTERTAINMENT,42.2,64,11.1,81.5,,0,,GOOGLE_GENERAL_ONLY
BOD051,ANIMATION_ENTERTAINMENT,,0,,,,0,,NO_SIGNAL
BOD056,ANIMATION_ENTERTAINMENT,2.8,36,0.0,100.0,,0,,NO_SIGNAL
BOD058,ANIMATION_ENTERTAINMENT,10.0,10,0.0,100.0,,0,,NO_SIGNAL
BOD060,ANIMATION_ENTERTAINMENT,36.4,77,17.9,78.6,,0,,GOOGLE_GENERAL_ONLY
BOD061,ANIMATION_ENTERTAINMENT,16.9,65,18.2,81.8,,0,,GOOGLE_GENERAL_ONLY
BOD063,ANIMATION_ENTERTAINMENT,43.3,30,30.8,61.5,,0,,GOOGLE_GENERAL_ONLY
BOD064,ANIMATION_ENTERTAINMENT,,0,,,,0,,NO_SIGNAL
BOD066,ANIMATION_ENTERTAINMENT,60.0,10,16.7,66.7,,0,,GOOGLE_GENERAL_ONLY
BOD067,ANIMATION_ENTERTAINMENT,18.6,59,9.1,90.9,,0,,GOOGLE_GENERAL_ONLY
BOD068,ANIMATION_ENTERTAINMENT,55.6,9,20.0,80.0,,0,,GOOGLE_GENERAL_ONLY
BOD077,ANIMATION_ENTERTAINMENT,,0,,,,0,,NO_SIGNAL
BOD088,ANIMATION_ENTERTAINMENT,20.0,20,0.0,100.0,,0,,GOOGLE_GENERAL_ONLY
BOD095,ANIMATION_ENTERTAINMENT,,0,,,,0,,NO_SIGNAL
BOD104,ANIMATION_ENTERTAINMENT,18.5,27,60.0,40.0,,0,,GOOGLE_GENERAL_ONLY
BOD105,ANIMATION_ENTERTAINMENT,,0,,,,0,,NO_SIGNAL
BOD106,ANIMATION_ENTERTAINMENT,27.3,11,0.0,33.3,,0,,GOOGLE_GENERAL_ONLY
BOD107,ANIMATION_ENTERTAINMENT,,0,,,,0,,NO_SIGNAL
BOD108,ANIMATION_ENTERTAINMENT,22.2,9,50.0,50.0,,0,,GOOGLE_GENERAL_ONLY
BOD109,ANIMATION_ENTERTAINMENT,2.3,43,0.0,100.0,,0,,NO_SIGNAL
BOD113,ANIMATION_ENTERTAINMENT,36.4,11,25.0,50.0,,0,,GOOGLE_GENERAL_ONLY
BOD120,ANIMATION_ENTERTAINMENT,,0,,,,0,,NO_SIGNAL
BOD126,ANIMATION_ENTERTAINMENT,,0,,,,0,,NO_SIGNAL
BOD130,ANIMATION_ENTERTAINMENT,30.0,10,0.0,100.0,,0,,GOOGLE_GENERAL_ONLY
BOD131,ANIMATION_ENTERTAINMENT,,0,,,,0,,NO_SIGNAL
BOD150,ANIMATION_ENTERTAINMENT,35.0,20,0.0,71.4,,0,,GOOGLE_GENERAL_ONLY
BOD153,ANIMATION_ENTERTAINMENT,40.0,10,0.0,100.0,,0,,GOOGLE_GENERAL_ONLY
BOD161,ANIMATION_ENTERTAINMENT,30.0,10,100.0,0.0,,0,,GOOGLE_GENERAL_ONLY
BOD168,ANIMATION_ENTERTAINMENT,,0,,,,0,,NO_SIGNAL
